                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 5.9844,                 34.149,                 4.1576,                      0,                      0,                      0,                      0,                 1.2009,                 31.388,                0.69752,               1.25e-05,               1.25e-05,               1.25e-05
